user_a,user_b,story_id_jaccard,headline_jaccard,shared_story_ids,shared_headlines
U106375,U299720,0.0,0.0,0,0
U106375,U300607,0.0,0.0,0,0
U106375,U302408,0.0,0.0,0,0
U106375,U302669,0.0,0.0,0,0
U106375,U30311,0.0,0.0,0,0
U106375,U307774,0.0,0.0,0,0
U106375,U311395,0.0,0.0,0,0
U106375,U312574,0.0,0.0,0,0
U106375,U312854,0.0,0.0,0,0
U106375,U31305,0.0,0.0,0,0
U106375,U316820,0.0,0.0,0,0
U106375,U317669,0.0,0.0,0,0
U106375,U318042,0.0,0.0,0,0
U106375,U318219,0.0,0.0,0,0
U106375,U323356,0.0,0.0,0,0
U106375,U32363,0.0,0.0,0,0
U106375,U324233,0.0,0.0,0,0
U106375,U325505,0.0,0.0,0,0
U106375,U326696,0.0,0.0,0,0
U106375,U327210,0.0,0.0,0,0
U106375,U328662,0.0,0.0,0,0
U106375,U329835,0.0,0.0,0,0
U106375,U329958,0.0,0.0,0,0
U106375,U332236,0.0,0.0,0,0
U106375,U332909,0.0,0.0,0,0
U106375,U337523,0.0,0.0,0,0
U106375,U338386,0.05263157894736842,0.06666666666666667,1,1
U106375,U341497,0.0,0.0,0,0
U106375,U342487,0.0,0.0,0,0
U106375,U345094,0.0,0.0,0,0
U106375,U345391,0.0,0.0,0,0
U106375,U346896,0.0,0.0,0,0
U106375,U355178,0.0,0.0,0,0
U106375,U356204,0.0,0.0,0,0
U106375,U356567,0.0,0.0,0,0
U106375,U357766,0.0,0.0,0,0
U106375,U363636,0.05263157894736842,0.0625,1,1
U106375,U366089,0.0,0.0,0,0
